Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
2102,High Lúa Vietnamese Kitchen,"['Restaurants', 'Vietnamese Restaurants', 'Take Out Restaurants']",5.0,2.0,,,(347) 844-9666,182 S 2nd St,"Brooklyn, NY 11211",11211,Moderate,,https://www.highluanyc.com/contact,http://yellowpages.com/brooklyn-ny/mip/high-la-vietnamese-kitchen-549542075#open-menu,"From Business: come on in for authentic Vietnamese cuisine, with recipes spanning across generations. We're a family owned and run business so the kitchen doesn't get more real…",1
2103,Andy's Cafe,"['Restaurants', 'American Restaurants', 'Pizza']",2.0,1.0,,,(718) 606-8745,2339 Astoria Blvd,"Astoria, NY 11102",11102,Moderate,,http://www.tastyfoodny.com,http://yellowpages.com/astoria-ny/mip/andys-cafe-504513635#open-menu,"From Business: Order your favorite pizza, pasta, salad, wings and more with Andy's Cafe located at 23-39 Astoria Blvd in Astoria, NY. Andy's Cafe is accepting orders online for…",1
2104,Haven Riverfront Restaurant & Bar,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",4.0,257.0,,,(201) 943-1900,2 Main St,"Edgewater, NJ 07020",07020,Upscale,11.0,http://www.havenedgewater.com,,"From Business: Named by Architectural Digest as ""One of The World's 16 Most Spectacular Waterfront Restaurants"", Haven Riverfront Restaurant and Bar sits on the banks of the…",0
2105,Social House Cafe,"['Restaurants', 'American Restaurants', 'French Restaurants']",5.0,7.0,,,(929) 295-0397,60 Broadway,"Brooklyn, NY 11249",11249,Moderate,,https://www.facebook.com/Social-House-Cafe-895450914120648,http://yellowpages.com/brooklyn-ny/mip/social-house-cafe-556847560#open-menu,From Business: Social House is a small quaint neighborhood café by day and a bar by night. Located one block from the Williamsburg Bridge and Domino Park. Social House Café…,1
2106,We Got Company,"['Restaurants', 'American Restaurants', 'Cocktail Lounges']",,,,,(718) 490-7814,441 Metropolitan Ave,"Brooklyn, NY 11211",11211,Fine Dining,,http://wegotcompany.bar,http://yellowpages.com/brooklyn-ny/mip/we-got-company-556644096#open-menu,"From Business: Intimate Cocktail bar In Williamsburg, offering a thoughtful drink menu featuring cocktails using the freshest ingredients.Intimate Cocktail bar In Williamsburg,…",0
2107,M Shanghai,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,21.0,,,(718) 384-9300,292 Grand St,"Brooklyn, NY 11211",11211,Moderate,21.0,https://m-shanghai.com,http://yellowpages.com/brooklyn-ny/mip/m-shanghai-467428278#open-menu,"From Business: Cozy local favorite established since 2002. Freshly made soup dumplings and scallion pancakes, freshly prepared dishes. Home stay cooking and dim sum is served…",0
2108,Kings County Imperial,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.5,41.0,,,(718) 610-2000,20 Skillman Ave,"Brooklyn, NY 11211",11211,Upscale,,http://www.kingscoimperial.com,http://yellowpages.com/brooklyn-ny/mip/kings-county-imperial-507580735#open-menu,"From Business: Kings County Imperial is pleased to offer family style regional Chinese hailing from both the north and south of China. In a setting with antique wood floors,…",1
2109,Katch Brewery & Grill,"['Restaurants', 'American Restaurants', 'Bars']",3.5,23.0,,,(718) 777-2230,3119 Newtown Ave,"Astoria, NY 11102",11102,Moderate,,https://www.katchastoria.com/contactus,http://yellowpages.com/astoria-ny/mip/katch-brewery-grill-472450836#open-menu,"From Business: Modern, upbeat tavern with an outdoor courtyard offering pub grub, cocktails & rotating craft brews.Modern, upbeat tavern with an outdoor courtyard offering pub…",0
2110,Burger Village,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",5.0,2.0,,,(929) 296-9700,4017 Broadway,"Astoria, NY 11103",11103,Moderate,,https://burgervillage.com/astoria,http://yellowpages.com/astoria-ny/mip/burger-village-558832641#open-menu,"From Business: We offer a delectable array of all-natural, organic & exotic burgers catering to both meat-lovers and plant based enthusiasts. Our menu features a variety of…",1
2111,Pollos A La Brasa Mario,"['Restaurants', 'Latin American Restaurants', 'Caterers']",4.0,21.0,,,(718) 932-2424,4019 Broadway,"Astoria, NY 11103",11103,Moderate,28.0,,http://yellowpages.com/astoria-ny/mip/pollos-a-la-brasa-mario-578235#open-menu,From Business: Colombian flavor is what Pollos Mario Astoria restaurant has to offer to our customers that know the quality of the products that we prepare thanks to all the…,1
2112,Sweet Afton,"['Restaurants', 'American Restaurants', 'Bars']",4.0,47.0,,,(718) 777-2570,3009 34th St,"Astoria, NY 11103",11103,Moderate,15.0,http://www.sweetaftonbar.com,http://yellowpages.com/astoria-ny/mip/sweet-afton-450844305#open-menu,"From Business: The Astoria local, serving craft beers, honest cocktails and the neighborhood’s best burger since 2009.",1
2113,Francie,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",4.5,8.0,,,(718) 218-7572,136 Broadway,"Brooklyn, NY 11249",11249,Upscale,,http://www.franciebrooklyn.com,http://yellowpages.com/brooklyn-ny/mip/francie-559932987#open-menu,"From Business: Francie, debuted December 2020, and is the first independent collaboration between Chef-Owner Christopher Cipollone (Piora, Cotogna) and Owner-Operator John…",0
2114,Sotto Le Stelle,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.5,20.0,,,(718) 685-2086,4407 Queens Blvd,"Sunnyside, NY 11104",11104,Moderate,,http://www.sottolestelleny.com,http://yellowpages.com/sunnyside-ny/mip/sotto-le-stelle-538414585#open-menu,"From Business: Sotto le Stelle is a sit down pizzeria in Sunnyside, serving napoletan style pizzaSotto le Stelle is a sit down pizzeria in Sunnyside, serving napoletan style…",1
2115,Harry’s Food and Drink,"['Restaurants', 'American Restaurants', 'Brew Pubs']",4.0,10.0,,,(201) 861-8101,8101 Bergenline Ave,"North Bergen, NJ 07047",07047,Unknown,,http://www.harrysfoodanddrink.com,http://yellowpages.com/north-bergen-nj/mip/harrys-food-and-drink-542789655#open-menu,"From Business: We are a New American Gastro-pub serving quality food and drink. We serve lunch, dinner and a weekend brnch. We have a private event space with a full service…",1
2116,Tikka Indian Grill,"['Restaurants', 'Indian Restaurants', 'Asian Restaurants']",5.0,13.0,,,(718) 255-1085,3414 30th Ave,"Astoria, NY 11103",11103,Moderate,,http://www.tikkaindiangrill.com,http://yellowpages.com/astoria-ny/mip/tikka-indian-grill-534542650#open-menu,"From Business: Authentic Indian food cooked with fresh ingredients, brought to you with professional table service in a contemporary Indian setting. Vegan options because we…",0
2117,G P's Hamilton Park,"['Restaurants', 'American Restaurants', 'Italian Restaurants']",4.5,44.0,,,(201) 418-8800,232 Pavonia Ave,"Jersey City, NJ 07302",07302,Moderate,90.0,http://www.gpsrestaurant.com,http://yellowpages.com/jersey-city-nj/mip/g-ps-hamilton-park-472275290#open-menu,"From Business: Welcome to GP's, serving Hudson County since 1934! A family owned and operated business, we believe that when fresh, classic food is served to customers with…",1
2118,M Noodle Shop,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,13.0,,,(718) 384-8008,549 Metropolitan Ave,"Brooklyn, NY 11211",11211,Moderate,15.0,https://mnoodleshop.com,http://yellowpages.com/brooklyn-ny/mip/m-noodle-shop-451899426#open-menu,"From Business: No matter if it’s lunch, dinner, or late at night, you can always conquer your noodle cravings at 549 Metropolitan Avenue",0
2119,Pomp & Circumstance,"['Restaurants', 'American Restaurants', 'French Restaurants']",5.0,4.0,,,(718) 387-4861,577 Lorimer St,"Brooklyn, NY 11211",11211,Moderate,,http://www.pandcdining.com,http://yellowpages.com/brooklyn-ny/mip/pomp-circumstance-551110233#open-menu,From Business: Mediterranean influenced menu designed for sharing. Fresh baked breads and accompaniments. Many Vegetarian and Pescatarian options.Mediterranean influenced menu…,1
2120,Wow Bao,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",,,,,(800) 969-7033,280 Richardson St,"Brooklyn, NY 11222",11222,Moderate,,https://www.getreef.com/?utm_source=ExtendedNetwork&utm_medium=local-listing&y_source=1_MjQzMjAwNTQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,http://yellowpages.com/brooklyn-ny/mip/wow-bao-565158991#open-menu,"From Business: Wow Bao offers fast Asian street food like bao, pan-seared potstickers, steamed dumplings, rice and noodle bowls, soups, salads, and specialty drinks such as…",0
2121,Sidetracks Restaurant & Bar,"['Restaurants', 'American Restaurants', 'Caterers']",4.0,5.0,,,(718) 786-3570,4508 Queens Blvd,"Sunnyside, NY 11104",11104,Moderate,37.0,http://sidetracksny.com,http://yellowpages.com/sunnyside-ny/mip/sidetracks-restaurant-bar-453395383#open-menu,"From Business: Sidetracks Restaurant has been providing a variety of breakfast, lunch and dinner items for more than 15 years. It offers grilled chicken, steamed mussels,…",0
2122,Off The Hook Raw Bar & Grill,"['Restaurants', 'Seafood Restaurants', 'Take Out Restaurants']",4.5,19.0,,,(718) 721-2112,2808 34th St,"Astoria, NY 11103",11103,Unknown,,http://www.offthehookastoria.com,,"From Business: Cozy seafood grill & raw oyster bar specializing in updated classic dishes, cocktails & craft ales. We offer Dine-in · Curbside pickup · No-contact delivery. You…",1
2123,The Hutton Bar & Grill,"['Restaurants', 'American Restaurants', 'Caterers']",5.0,23.0,,,(201) 356-9169,225 Hutton St,"Jersey City, NJ 07307",07307,Moderate,8.0,http://www.thehuttonjc.com,http://yellowpages.com/jersey-city-nj/mip/the-hutton-bar-grill-531458130#open-menu,From Business: The Hutton is a neighborhood gastropub located on Hutton Street between Sanford Place and JFK Boulevard in the Heights of Jersey City. We aim to provide a…,1
2124,Avenue Cafe,"['Restaurants', 'Coffee Shops', 'Coffee & Tea']",3.5,25.0,,,(718) 433-9298,3527 30th Ave,"Astoria, NY 11103",11103,Moderate,,http://www.avenuecafenyc.com,http://yellowpages.com/astoria-ny/mip/avenue-cafe-466434934#open-menu,From Business: In the heart of Astoria this bustling hot spot with a loungey vibe offers Greek bites plus cocktails & popular sidewalk seating. The perfect hangout spot for…,0
2125,Homemade Taqueria,"['Restaurants', 'Mexican Restaurants', 'Barbecue Restaurants']",5.0,4.0,,,(718) 255-1349,4509 34th Ave,"Long Island City, NY 11101",11101,Affordable,12.0,http://www.homemadetaqueria.com,http://yellowpages.com/long-island-city-ny/mip/homemade-taqueria-480206551#open-menu,"From Business: Specialties Tacos ,tortas,quesadillas, burritos,freshmade tortillas History Established in 2010. The ""Homemade Taqueria""concept was brought to NYC by Hilario…",1
2126,Izzy's Pizzeria,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.0,4.0,,,(201) 795-2600,86 The Promenade,"Edgewater, NJ 07020",07020,Moderate,,https://www.izzyspizzeria.com,http://yellowpages.com/edgewater-nj/mip/izzys-pizzeria-538131160#open-menu,"From Business: The Best Brooklyn Pizza Joint in New Jersey Izzy’s strives to recreate the experience of the legendary, pre-war Brooklyn pizzeria. From the old, Italian…",1
2127,Gino's Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.0,6.0,,,(718) 274-9000,4319 Broadway,"Astoria, NY 11103",11103,Affordable,,http://www.orderginospizza.com,http://yellowpages.com/astoria-ny/mip/ginos-pizza-464858382#open-menu,"From Business: Gino's Pizzeria & Restaurant is currently located at 43-19 Broadway, Astoria, NY 11103. Order your favorite pizza, pasta, salad, and more, all with the click of…",0
2128,Gigi And Mario,"['Restaurants', 'Italian Restaurants']",,,,,(201) 795-2600,86 City Pl,"Edgewater, NJ 07020",07020,Moderate,,http://gigiandmario.getbento.com,http://yellowpages.com/edgewater-nj/mip/gigi-and-mario-564903861#open-menu,From Business: Neapolitan Style PizzaNeapolitan Style Pizza,1
2129,Bareburger,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",4.0,77.0,,,(201) 941-2273,78 The Promenade,"Edgewater, NJ 07020",07020,Moderate,11.0,http://www.bareburger.com,http://yellowpages.com/edgewater-nj/mip/bareburger-481139879#open-menu,"From Business: Bareburger is the leader in America's ""better burger"" trend, emphasizing high-quality, ethically sourced, all-natural & sustainable ingredients in a casual…",0
2130,Baumgarts Cafe,"['Restaurants', 'Sushi Bars', 'Caterers']",3.5,89.0,,,(201) 313-3889,59 The Promenade,"Edgewater, NJ 07020",07020,Moderate,26.0,http://www.baumgartscafe.com,http://yellowpages.com/edgewater-nj/mip/baumgarts-cafe-1085687#open-menu,From Business: The menu veers all over the map from burgers & ice cream to pad Thai at this casual dinerlike spot.The menu veers all over the map from burgers & ice cream to…,1
2131,Greek Taverna,"['Restaurants', 'Greek Restaurants', 'Continental Restaurants']",3.5,90.0,,,(201) 945-8998,55 The Promenade,"Edgewater, NJ 07020",07020,Moderate,26.0,https://www.greektavernausa.com/greek-taverna-edgewater,http://yellowpages.com/edgewater-nj/mip/greek-taverna-11682224#open-menu,From Business: Amazing NYC skyline views accompanied by the delightful culinary delights straight from the Islands of Greece. Explore the mouth watering Mediterranean cuisine…,1
2132,Ainslie,"['Restaurants', 'Italian Restaurants', 'Pizza']",3.5,13.0,,,(347) 725-3400,76 Ainslie St,"Brooklyn, NY 11211",11211,Moderate,,https://ainsliebk.com,http://yellowpages.com/brooklyn-ny/mip/ainslie-549976587#open-menu,"From Business: Chef John DeLucie and lead pizzaiolo Erasmo ‘Mino’ Lassandro offer a tasty menu of wood-fired pizzas, pastas, free range chicken, NY Strip Steak, Atlantic Salmon…",1
2133,Pecoraro Latteria,"['Restaurants', 'Italian Restaurants', 'Gourmet Shops']",,,,,(347) 690-1200,636 Metropolitan Ave,"Brooklyn, NY 11211",11211,Moderate,,http://www.pecoraronyc.com,http://yellowpages.com/brooklyn-ny/mip/pecoraro-latteria-564576140#open-menu,From Business: Restaurant / DeliRestaurant / Deli,1
2134,Okozushi by Megumi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",,,,,(347) 599-1144,376 Graham Ave,"Brooklyn, NY 11211",11211,Moderate,,http://www.okozushi.com,http://yellowpages.com/brooklyn-ny/mip/okozushi-by-megumi-547729689#open-menu,From Business: Affordable sushi takeout serving the freshest and finest ingredients flown in daily.Affordable sushi takeout serving the freshest and finest ingredients flown in…,1
2135,Poke Burrito,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",5.0,5.0,,,(929) 328-0041,3707 30th Ave,"Astoria, NY 11103",11103,Affordable,,http://pokeburrito.nyc,http://yellowpages.com/astoria-ny/mip/poke-burrito-542176940#open-menu,"From Business: Poke Bowl & Sushi Burrito in Astoria Freshly Made! Build your own Poke or try our signatures, and don't forget to grab a Hawaiian Sun drink only available at our…",1
2136,Soup Queen,"['Restaurants', 'American Restaurants']",,,,,(347) 978-1791,341 Graham Ave,"Brooklyn, NY 11211",11211,Affordable,,,http://yellowpages.com/brooklyn-ny/mip/soup-queen-519786131#open-menu,From Business: Quality crafted soups using the finest free rainge meats seasonal produce & imported spices menu changes daily.,0
2137,DB Seafood and Boil,"['Restaurants', 'Seafood Restaurants']",5.0,1.0,,,(718) 388-0772,483 Grand St,"Brooklyn, NY 11211",11211,Moderate,,http://www.facebook.com/DB-Seafood-and-Boil-109383634229866,http://yellowpages.com/brooklyn-ny/mip/db-seafood-and-boil-557631601#open-menu,"From Business: Located in East Williamsburg, DB Seafood and Boil is a classic seafood spot, best known for made-to-order signature boils. Dive right in to Brooklyn’s newest…",1
2138,RoofTop at Exchange Place,"['Restaurants', 'American Restaurants', 'Bars']",4.5,216.0,,,(551) 256-7850,1 Exchange Pl,"Jersey City, NJ 07302",07302,Unknown,,https://www.rooftopxp.com/location/rooftopxp,,From Business: RoofTop at Exchange Place is made up of multi-level indoor and outdoor spaces - The RoofTop at Exchange Place and The Terrace. This cocktail destination tops…,0
2139,Celestine Restaurant,"['Restaurants', 'Middle Eastern Restaurants', 'Bar & Grills']",4.0,88.0,,,(718) 522-5356,1 John St,"Brooklyn, NY 11201",11201,Unknown,,https://www.celestinebk.com,,"From Business: Celestine is an Eastern Mediterranean restaurant located on the DUMBO waterfront, just under the Manhattan Bridge. Our kitchen, led by Executive Chef Garett…",0
2140,Red Lobster,"['Restaurants', 'Seafood Restaurants', 'American Restaurants']",,,,,(201) 583-1902,700 Plaza Dr,"Secaucus, NJ 07094",07094,Moderate,56.0,http://www.redlobster.com,http://yellowpages.com/secaucus-nj/mip/red-lobster-501319712#open-menu,"From Business: Red Lobster is a food chain that operates more than 600 restaurants in the United States and Canada. With a location in Secaucus, N.J., it is a seafood…",1
2141,Carnegie Diner & Cafe,"['Restaurants', 'American Restaurants', 'Coffee Shops']",4.0,11.0,,,(201) 267-6111,700 Plaza Dr,"Secaucus, NJ 07094",07094,Unknown,2.0,http://www.carnegiediner.com,,"From Business: Carnegie Diner & Cafe has expanded its reach to New Jersey, finding its new home in the bustling Plaza at Harmon Meadow in Secaucus. Known for its delectable…",0
2142,Valentina Restaurant Corp,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",,,,,(347) 854-7284,330 S 3rd St,"Brooklyn, NY 11211",11211,Unknown,,http://www.doughvale.com,,From Business: Small restaurant with the best pizza and italian food in WilliamsburgSmall restaurant with the best pizza and italian food in Williamsburg,0
2143,Dough Vale,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.0,3.0,,,(347) 889-7400,330 S 3rd St,"Brooklyn, NY 11211",11211,Moderate,,http://www.doughvale.com,http://yellowpages.com/brooklyn-ny/mip/dough-vale-549644718#open-menu,From Business: The best pizza and italian food in williamsburgThe best pizza and italian food in williamsburg,1
2144,Il Passatore,"['Restaurants', 'Italian Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",4.5,50.0,,,(718) 963-3100,14 Bushwick Ave,"Brooklyn, NY 11211",11211,Moderate,17.0,http://www.ilpassatorebrooklyn.com,http://yellowpages.com/brooklyn-ny/mip/il-passatore-456081025#open-menu,"From Business: Brooklyn's best Northern Italian Trattoria featuring Homemade Pastas (with Gluten Free options available), Artisanal Gelato and Desserts.Brooklyn's best Northern…",1
2145,Carrabba's Italian Grill,"['Restaurants', 'Italian Restaurants', 'Bar & Grills']",,,,,(201) 330-8497,485 Harmon Meadow Blvd,"Secaucus, NJ 07094",07094,Affordable,12.0,https://locations.carrabbas.com/new-jersey/secaucus/485-harmon-meadow-blvd?y_source=1_MTU1MDMwNjAtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,http://yellowpages.com/secaucus-nj/mip/carrabbas-italian-grill-524892823#open-menu,"From Business: Enjoy authentic Italian for dine-in, carryout, delivery or catering.",1
2146,The Saint Austere,"['Restaurants', 'Bars', 'Places Of Interest']",5.0,2.0,,,(718) 388-0012,613 Grand St,"Brooklyn, NY 11211",11211,Moderate,13.0,http://www.thesaintaustere.com,http://yellowpages.com/brooklyn-ny/mip/the-saint-austere-471106850#open-menu,From Business: The Saint Austere’s cozy yet bustling dining room and friendly staff have served the Williamsburg neighborhood since 2011. The restaurant is the vision of the…,0
2147,Macoletta,"['Restaurants', 'Italian Restaurants', 'Pizza']",5.0,11.0,,,(718) 777-4992,2815 24th Ave,"Astoria, NY 11102",11102,Moderate,,https://www.facebook.com/macolettany,http://yellowpages.com/astoria-ny/mip/macoletta-545215753#open-menu,"From Business: T.I.A. is a saying I always use. It stands for This is America. Only in America can you bring together the best of Italian-pizza making, the best American beer,…",1
2148,No Forks Given,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",,,,,(551) 206-2060,2 Grand St,"Jersey City, NJ 07302",07302,Moderate,,http://www.instagram.com/noforksgivennj,http://yellowpages.com/jersey-city-nj/mip/no-forks-given-556053309#open-menu,From Business: Local Jersey City established food truck known for putting our unique twist on classic handheld favorites. It’s a world of flavor in every bite from Asian to…,0
2149,Cecconi's Dumbo,"['Restaurants', 'Thai Restaurants', 'Italian Restaurants']",4.0,598.0,,,(718) 650-3900,55 Water St,"Brooklyn, NY 11201",11201,Unknown,,http://www.cecconisdumbo.com,,"From Business: Cecconi's Dumbo, part of Soho House & Co is a modern-day classic Italian restaurant, producing simple, handmade dishes using seasonal, locally sourced…",0
2150,Red Robin Gourmet Burgers,"['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",,,,,(201) 471-9795,450 Harmon Meadow Blvd,"Secaucus, NJ 07094",07094,Moderate,,http://www.redrobin.com,http://yellowpages.com/secaucus-nj/mip/red-robin-gourmet-burgers-483555437#open-menu,"From Business: Bring home the Yummm when you order Red Robin To-Go. Start your meal with Towering Onion Rings, fall head over heels with The MadLove Burger, or keep it light…",1
2151,Mathews Food & Drink,"['Restaurants', 'American Restaurants']",4.0,37.0,,,(201) 333-1258,351 Grove St,"Jersey City, NJ 07302",07302,Upscale,,http://www.mathewsfoodanddrink.com,http://yellowpages.com/jersey-city-nj/mip/mathews-food-drink-532225303#open-menu,"From Business: Welcome to Mathew’s, a joyous eatery inspired by the unique spirit and dining culture of the South. Here you'll find delicious food and drink in a beautiful…",1
2152,Ikura Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,6.0,,,(929) 295-9315,646 Grand St,"Brooklyn, NY 11211",11211,Unknown,,http://www.ikurasushibrooklyn.com,http://yellowpages.com/brooklyn-ny/mip/ikura-sushi-519736124#open-menu,From Business: Discover a wide variety of fresh and unique sushi options when you visit Ikura Sushi in Brooklyn. Whether you're looking to grab lunch from our list of delicious…,1
2153,River Cafe,"['Restaurants', 'American Restaurants', 'Coffee Shops']",4.5,4184.0,,,(718) 522-5200,1 Water St,"Brooklyn, NY 11201",11201,Fine Dining,47.0,http://www.rivercafe.com,http://yellowpages.com/brooklyn-ny/mip/river-cafe-5976884#open-menu,"From Business: The River Café is a fine dining restaurant. It has been celebrated with numerous accolades including: a Michelin Star, The Restaurant Hall of Fame Award, The…",0
2154,Maman,"['Restaurants', 'Coffee Shops', 'Coffee & Tea']",,,,,(201) 360-2820,70 Hudson St,"Jersey City, NJ 07302",07302,Unknown,,https://mamannyc.com/locations/jersey-city,,"From Business: maman is a french bakery, café and leading lifestyle brand with locations across north america and canada. inspired by family traditions, and the highest quality…",0
2155,Grove Square,"['Restaurants', 'Mediterranean Restaurants', 'Bars']",4.0,115.0,,,(201) 332-7454,116 Newark Ave,"Jersey City, NJ 07302",07302,Moderate,,http://www.grovesquarejc.com,http://yellowpages.com/jersey-city-nj/mip/grove-square-472951583#open-menu,"From Business: New American Bistro, Sports Bar & Nightlife venue offering live entertainment, great food & drinks at amazing prices!New American Bistro, Sports Bar & Nightlife…",0
2156,7 Old Fulton,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",3.0,303.0,,,(718) 797-0007,7 Old Fulton St,"Brooklyn, NY 11201",11201,Moderate,31.0,http://www.7oldfulton.com,http://yellowpages.com/brooklyn-ny/mip/7-old-fulton-469506836#open-menu,"From Business: 7 Old Fulton has everything, from an inspired menu to an attentive staff and top quality service. The charming and cozy atmosphere will attract everyone to come…",0
2157,Em Vietnamese Bistro,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",4.5,19.0,,,(718) 875-7888,57 Front St,"Brooklyn, NY 11201",11201,Unknown,,http://www.emrestaurants.com,,"From Business: Chef Ly Nguyen brings her elevated take on Vietnamese comfort food to picturesque DUMBO at Em Vietnamese Bistro. A passion project three years in the making, Em…",1
2158,Ammazzacaffè,"['Restaurants', 'Italian Restaurants']",4.0,10.0,,,(929) 250-2875,702 Grand St,"Brooklyn, NY 11211",11211,Upscale,7.0,http://ammazzacaffe.nyc,http://yellowpages.com/brooklyn-ny/mip/ammazzacaff-535483964#open-menu,"From Business: Casual neighborhood Italian restaurant, wine, cocktails and amaro bar with house made pasta and shareable dishes",1
2159,Superfine,"['Restaurants', 'American Restaurants', 'French Restaurants']",4.0,183.0,,,(718) 243-9005,126 Front St,"Brooklyn, NY 11201",11201,Moderate,26.0,http://www.superfine.nyc,http://yellowpages.com/brooklyn-ny/mip/superfine-6726175#open-menu,"From Business: Since 1998, DUMBO's longest running restaurant and bar still features the finest organic, seasonal farm-to-table menu paired with live music, rotating art shows,…",1
2160,Two Boots Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.0,62.0,,,(201) 209-1735,133 Newark Ave,"Jersey City, NJ 07302",07302,Affordable,76.0,http://twoboots.com,http://yellowpages.com/jersey-city-nj/mip/two-boots-pizza-471893066#open-menu,"From Business: ""Two Boots is not just a restaurant, but a genuine NYC institution."" - Time Out New York Started by two indie filmmakers in NYC's East Village in 1987, Two Boots…",1
2161,Latham House,"['Restaurants', 'American Restaurants', 'Bar & Grills']",4.5,45.0,,,(201) 479-8432,299 Marin Blvd,"Jersey City, NJ 07302",07302,Moderate,,http://www.lathamhousejc.com,,From Business: Latham House is an ode to American food and drink featuring a contemporary slant on tradition. Chef Dan has created delicious meals for years inspired by the…,0
2162,Bon Chon Chicken,"['Restaurants', 'Chicken Restaurants', 'Take Out Restaurants']",,,,,(201) 985-1212,172 Newark Ave,"Jersey City, NJ 07302",07302,Moderate,14.0,http://www.bonchon.com/nj/jerseycity,http://yellowpages.com/jersey-city-nj/mip/bon-chon-chicken-6301610#open-menu,"From Business: ""Bonchon"" means ""my hometown"" in Korean. True to its original roots, Bonchon is a family-friendly establishment, offering an affordable fine casual dining…",0
2163,70 Greene Street,"['Restaurants', 'American Restaurants']",4.0,45.0,,,(201) 721-5062,70 Greene St,"Jersey City, NJ 07302",07302,Moderate,15.0,http://www.greenehook.com,http://yellowpages.com/jersey-city-nj/mip/70-greene-street-509801843#open-menu,"From Business: 70 Greene offers urban, luxury living at its best with all of the amenities you demand and impeccable finishes. Soaring 48 stories in stunning blue and green…",1
2164,Westville Dumbo,"['Restaurants', 'American Restaurants', 'Home Cooking Restaurants']",4.5,217.0,,,(718) 618-5699,81 Washington St,"Brooklyn, NY 11201",11201,Moderate,8.0,http://westvillenyc.com,http://yellowpages.com/brooklyn-ny/mip/westville-dumbo-532749674#open-menu,"From Business: Westville’s first Brooklyn location is situated in the heart of D.U.M.B.O, a few blocks north of Brooklyn Bridge Park. The traditional American food eatery is a…",1
2165,Ani Ramen House,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",,,,,(201) 408-6841,218 Newark Ave,"Jersey City, NJ 07302",07302,Moderate,7.0,http://www.aniramen.com,http://yellowpages.com/jersey-city-nj/mip/ani-ramen-house-536190752#open-menu,From Business: WE LOVE RAMEN. IT’S THAT SIMPLE. Ani Ramen house is recognized for Japanese ramen and delicious izakaya. #SLURPSIPREPEAT,0
2166,Sushi By Bou,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,3.0,,,(201) 614-3660,218 Newark Ave Ste A,"Jersey City, NJ 07302",07302,Unknown,,http://sushibybou.com,,"From Business: Just minutes from the Grove Street Path Train stop, Sushi By Bou Jersey City is a modern sushi speakeasy, located behind a secret door inside of the critically…",0
2167,The Osprey,"['Restaurants', 'American Restaurants', 'Bars']",4.5,155.0,,,(347) 696-2504,60 Furman St,"Brooklyn, NY 11201",11201,Affordable,,https://www.1hotels.com/brooklyn-bridge/taste/osprey,http://yellowpages.com/brooklyn-ny/mip/the-osprey-544980311#open-menu,"From Business: THE OSPREY BY DAN CHURCHILL Chef Dan Churchill has taken over the kitchen of The Osprey, spicing things up with a unique, innovative, and immersive culinary…",0
2168,Birdies Hot Chicken,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",4.0,2.0,,,(917) 909-0201,810 Grand St,"Brooklyn, NY 11211",11211,Unknown,,http://birdies-hot-chicken.square.site,,"From Business: We specialize in making smiles and creating really special food. Our ingredients are our heroes, we pay extra attention to the quality and source of each spice…",1
2169,Margherita's Italian Deli,"['Restaurants', 'Delicatessens', 'Take Out Restaurants']",,,,,(201) 610-9600,651 Newark Ave,"Jersey City, NJ 07306",07306,Unknown,11.0,,,"From Business: Here at Margherita's Italian Deli, we are family owned & operated. We stock everything you need to create memorable meals and feature dishes made from recipes…",0
